Timestamp,IO_0500,IO_0501,IO_0502,IO_0503,IO_0504,IO_0505,IO_0506,IO_0507,IO_0508,IO_0509,IO_0510,IO_0511,IO_0512,IO_0513,IO_0514,IO_0515,IO_0516,IO_0517,IO_0518,IO_0519,IO_0520,IO_0521,IO_0522,IO_0523,IO_0524,IO_0525,IO_0526,IO_0527,IO_0528,IO_0529,IO_0530,IO_0531,IO_0532,IO_0533,IO_0534,IO_0535,IO_0536,IO_0537,IO_0538,IO_0539,IO_0540,IO_0541,IO_0542,IO_0543,IO_0544,IO_0545,IO_0546,IO_0547,IO_0548,IO_0549,IO_0550,IO_0551,IO_0552,IO_0553,IO_0554,IO_0555,IO_0556,IO_0557,IO_0558,IO_0559,IO_0560,IO_0561,IO_0562,IO_0563,IO_0564,IO_0565,IO_0566,IO_0567,IO_0568,IO_0569,IO_0570,IO_0571,IO_0572,IO_0573,IO_0574,IO_0575,IO_0576,IO_0577,IO_0578,IO_0579,IO_0580,IO_0581,IO_0582,IO_0583,IO_0584,IO_0585,IO_0586,IO_0587,IO_0588,IO_0589,IO_0590,IO_0591,IO_0592,IO_0593,IO_0594,IO_0595,IO_0596,IO_0597,IO_0598,D_31600,D_31601,D_31602,D_31603,D_31604,D_31605,D_31606,D_31607,D_31608,D_31609,D_31610,D_31611,D_31612,D_31613,D_31614,D_31615,D_31616,D_31617,D_31618,D_31619,D_31620,D_31621,D_31622,D_31623,D_31624,D_31625,D_31626,D_31627,D_31628,D_31629,D_31630,D_31631,D_31632,D_31633,D_31634,D_31635,D_31636,D_31637,D_31638,D_31639,D_31640,D_31641,D_31642,D_31643,D_31644,D_31645,D_31646,D_31647,D_31648,D_31649,D_31650,D_31651,D_31652,D_31653,D_31654,D_31655,D_31656,D_31657,D_31658,D_31659,D_31660,D_31661,D_31662,D_31663,D_31664,D_31665,D_31666,D_31667,D_31668,D_31669,D_31670,D_31671,D_31672,D_31673,D_31674,D_31675,D_31676,D_31677,D_31678,D_31679,D_31680,D_31681,D_31682,D_31683,D_31684,D_31685,D_31686,D_31687,D_31688,D_31689,D_31690,D_31691,D_31692,D_31693,D_31694,D_31695,D_31696,D_31697,D_31698,D_31699,D_31700,D_31701,D_31702,D_31703,D_31704,D_31705,D_31706,D_31707,D_31708,D_31709,D_31710,D_31711,D_31712,D_31713,D_31714,D_31715,D_31716,D_31717,D_31718,D_31719,D_31720,D_31721,D_31722,D_31723,D_31724,D_31725,D_31726,D_31727,D_31728,D_31729,D_31730,D_31731,D_31732,D_31733,D_31734,D_31735,D_31736,D_31737,D_31738,D_31739,D_31740,D_31741,D_31742,D_31743,D_31744,D_31745,D_31746,D_31747,D_31748,D_31749,D_31750,D_31751,D_31752,D_31753,D_31754,D_31755,D_31756,D_31757,D_31758,D_31759,D_31760,D_31761,D_31762,D_31763,D_31764,D_31765,D_31766,D_31767,D_31768,D_31769,D_31770,D_31771,D_31772,D_31773,D_31774,D_31775,D_31776,D_31777,D_31778,D_31779,D_31780,D_31781,D_31782,D_31783,D_31784,D_31785,D_31786,D_31787,D_31788,D_31789,D_31790,D_31791,D_31792,D_31793,D_31794,D_31795,D_31796,D_31797,D_31798,D_31799,D_31800,D_31801,D_31802,D_31803,D_31804,D_31805,D_31806,D_31807,D_31808,D_31809,D_31810,D_31811,D_31812,D_31813,D_31814,D_31815,D_31816,D_31817,D_31818,D_31819,D_31820,D_31821,D_31822,D_31823,D_31824,D_31825,D_31826,D_31827,D_31828,D_31829,D_31830,D_31831,D_31832,D_31833,D_31834,D_31835,D_31836,D_31837,D_31838,D_31839,D_31840,D_31841,D_31842,D_31843,D_31844,D_31845,D_31846,D_31847,D_31848,D_31849,D_31850,D_31851,D_31852,D_31853,D_31854,D_31855,D_31856,D_31857,D_31858,D_31859,D_31860,D_31861,D_31862,D_31863,D_31864,D_31865,D_31866,D_31867,D_31868,D_31869,D_31870,D_31871,D_31872,D_31873,D_31874,D_31875,D_31876,D_31877,D_31878,D_31879,D_31880,D_31881,D_31882,D_31883,D_31884,D_31885,D_31886,D_31887,D_31888,D_31889,D_31890,D_31891,D_31892,D_31893,D_31894,D_31895,D_31896,D_31897,D_31898,Machine_Name
2025-11-27 14:15:16,0,0,9000,0,0,0,0,0,0,0,1CA2,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,144,016A,01CC,00A0,0000,0046,FFD8,0000,01B8,008C,0000,0032,FFC4,00FD,0107,00F3,0D39,0D66,0D02,0000,078F,06C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AM322
2025-11-27 14:15:17,0,0,9000,0,0,0,0,0,0,0,18A6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,144,016A,01CC,00A0,0008,0046,FFD8,0000,01B8,008C,0000,0032,FFC4,00FD,0107,00F3,0D39,0D66,0D02,0761,078F,06C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AM322
2025-11-27 14:15:18,0,0,9000,0,0,0,0,0,0,0,18A6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,144,016A,01CC,00A0,0008,0046,FFD8,0150,01B8,008C,0000,0032,FFC4,00FD,0107,00F3,0D39,0D66,0D02,0761,078F,06C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AM322
2025-11-27 14:15:19,0,0,9000,0,0,8,0,0,0,0,18A6,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,144,016A,01CC,00A0,0008,0046,FFD8,0150,01B8,008C,FFEB,0032,FFC4,00FD,0107,00F3,0D39,0D66,0D02,0761,078F,06C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AM322
2025-11-27 14:15:20,0,0,9000,0,0,0,0,0,0,0,08A2,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,144,016A,01CC,00A0,0008,0046,FFD8,0150,01B8,008C,FFEB,0032,FFC4,00FD,0107,00F3,0D39,0D66,0D02,0761,078F,06C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AM322
2025-11-27 14:15:21,0,0,9000,0,0,0,0,0,0,0,0882,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,144,016A,01CC,00A0,0008,0046,FFD8,0150,01B8,008C,FFEB,0032,FFC4,00FD,0107,00F3,0D39,0D66,0D02,0761,078F,06C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AM322
2025-11-27 14:15:22,0,0,9000,0,0,0,0,0,0,0,0882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,144,016A,01CC,00A0,0008,0046,FFD8,0150,01B8,008C,FFEB,0032,FFC4,00FD,0107,00F3,0D39,0D66,0D02,0761,078F,06C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AM322
2025-11-27 14:15:23,0,0,9000,0,0,0,0,0,0,0,0082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,144,016A,01CC,00A0,0008,0046,FFD8,0150,01B8,008C,FFEB,0032,FFC4,00FD,0107,00F3,0D39,0D66,0D02,0761,078F,06C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AM322
2025-11-27 14:15:24,0,0,9000,0,0,0,0,0,0,0,0082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,144,016A,01CC,00A0,0008,0046,FFD8,0150,01B8,008C,FFEB,0032,FFC4,00FD,0107,00F3,0D39,0D66,0D02,0761,078F,06C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AM322
2025-11-27 14:15:25,0,0,9000,0,0,0,0,0,0,0,0082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,144,016A,01CC,00A0,0008,0046,FFD8,0150,01B8,008C,FFEB,0032,FFC4,00FD,0107,00F3,0D39,0D66,0D02,0761,078F,06C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AM322
